地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2012/09/09,15:54:17.4,宮城県沖,38°01.5′N,141°40.9′E,48 km,3.9,震度２
2012/09/09,03:38:30.5,静岡県西部,34°51.4′N,137°49.2′E,28 km,3.4,震度２
2012/09/09,01:48:33.0,奄美大島近海,28°16.5′N,129°23.9′E,28 km,3.9,震度２
2012/09/08,10:41:24.8,伊予灘,33°48.7′N,132°18.6′E,50 km,4.5,震度３
2012/09/07,15:17:28.5,茨城県沖,36°39.6′N,141°07.9′E,30 km,4.3,震度２
2012/09/06,05:33:12.4,神奈川県西部,35°24.5′N,139°15.0′E,17 km,3.6,震度２
2012/09/06,03:20:00.0,茨城県北部,36°42.0′N,140°36.3′E,10 km,3.8,震度３
2012/09/05,01:54:35.3,福島県沖,37°27.3′N,141°31.5′E,42 km,3.7,震度２
2012/09/05,01:26:47.6,茨城県北部,36°41.9′N,140°38.6′E,6 km,3.3,震度２
2012/09/04,23:56:15.6,宮城県沖,38°18.0′N,141°51.6′E,48 km,4.2,震度２
2012/09/04,12:41:48.5,茨城県北部,36°41.6′N,140°38.2′E,8 km,3.5,震度２
2012/09/04,09:06:35.1,宮城県沖,38°32.6′N,141°43.4′E,53 km,3.1,震度２
2012/09/04,05:36:06.3,福島県沖,37°36.4′N,141°28.1′E,79 km,3.9,震度２
2012/09/03,07:17:30.5,茨城県沖,36°38.3′N,140°55.7′E,50 km,3.8,震度２
2012/09/02,13:33:46.1,茨城県沖,36°31.1′N,140°41.7′E,54 km,3.9,震度３
2012/09/02,02:45:41.3,山形県置賜地方,37°48.1′N,139°59.9′E,9 km,4.1,震度２
2012/09/01,00:31:21.7,福島県沖,37°11.0′N,141°22.8′E,29 km,4.6,震度２
2012/08/31,23:26:30.8,茨城県北部,36°53.8′N,140°39.8′E,7 km,4.4,震度３
2012/08/31,20:14:43.7,宮古島近海,24°46.1′N,125°11.9′E,39 km,3.3,震度２
2012/08/30,18:56:59.7,和歌山県北部,34°16.1′N,135°24.7′E,7 km,2.8,震度２
2012/08/30,04:17:40.3,茨城県南部,36°07.2′N,139°51.0′E,49 km,4.1,震度３
2012/08/30,04:05:12.2,宮城県沖,38°24.4′N,141°54.8′E,60 km,5.6,震度５強
2012/08/30,02:43:22.1,岩手県沖,39°10.8′N,142°24.7′E,31 km,4.1,震度２
2012/08/29,22:50:37.7,秋田県内陸南部,39°35.5′N,140°31.8′E,6 km,2.7,震度２
2012/08/29,19:19:38.4,茨城県沖,36°38.5′N,141°03.6′E,45 km,3.7,震度２
2012/08/29,08:17:43.0,宮城県沖,38°55.0′N,141°55.7′E,51 km,3.8,震度２
2012/08/29,02:50:55.7,岩手県内陸南部,38°58.4′N,140°54.0′E,7 km,4.0,震度２
2012/08/28,22:55:04.0,茨城県沖,36°23.7′N,141°52.4′E,27 km,5.0,震度２
2012/08/28,20:44:12.9,福島県沖,36°56.9′N,141°21.0′E,40 km,4.2,震度２
2012/08/26,22:13:18.3,岐阜県飛騨地方,35°53.0′N,137°16.1′E,7 km,3.4,震度３
2012/08/26,03:36:59.9,福島県沖,36°58.0′N,141°04.9′E,90 km,5.2,震度４
2012/08/26,01:20:46.6,青森県三八上北地方,40°28.4′N,141°32.3′E,116 km,3.6,震度２
2012/08/25,23:16:17.4,十勝地方南部,42°19.6′N,143°06.6′E,49 km,6.1,震度５弱
2012/08/25,20:14:45.2,岩手県沿岸北部,40°00.8′N,141°56.5′E,7 km,3.7,震度３
2012/08/25,09:52:20.3,山形県置賜地方,37°48.2′N,140°00.0′E,8 km,3.5,震度２
2012/08/25,07:43:25.5,茨城県沖,36°25.4′N,141°04.9′E,45 km,3.9,震度２
2012/08/24,20:01:44.0,新島・神津島近海,34°26.9′N,139°19.1′E,14 km,3.3,震度２
2012/08/24,10:22:43.6,茨城県南部,36°08.6′N,139°49.4′E,51 km,3.4,震度２
2012/08/24,02:10:02.5,福島県沖,37°38.7′N,141°43.5′E,48 km,4.2,震度２
2012/08/23,20:04:48.1,北海道東方沖,43°23.0′N,147°02.9′E,51 km,4.2,震度２
2012/08/23,00:16:17.6,福島県沖,36°51.6′N,141°03.6′E,51 km,3.8,震度２
2012/08/22,17:49:51.4,宮城県沖,38°51.9′N,141°38.4′E,62 km,3.3,震度２
2012/08/22,10:33:05.7,十勝地方南部,42°20.8′N,143°03.1′E,53 km,5.2,震度４
2012/08/21,02:22:15.6,豊後水道,33°16.0′N,132°08.8′E,46 km,3.8,震度２
2012/08/21,01:42:50.2,福島県沖,36°54.3′N,141°26.9′E,46 km,5.1,震度３
2012/08/20,23:09:33.1,宮城県沖,38°51.3′N,142°03.2′E,46 km,3.8,震度２
2012/08/20,21:02:25.3,茨城県沖,35°56.2′N,140°49.2′E,26 km,3.6,震度２
2012/08/20,20:42:46.1,茨城県南部,35°55.0′N,140°26.5′E,57 km,5.2,震度３
2012/08/20,12:18:30.0,岐阜県美濃中西部,35°44.3′N,137°07.1′E,8 km,3.0,震度２
2012/08/19,20:40:40.8,宮城県沖,38°10.2′N,141°41.1′E,51 km,3.7,震度２
2012/08/18,15:27:32.4,福島県中通り,37°06.5′N,140°28.1′E,4 km,3.0,震度２
2012/08/18,12:38:00.4,岩手県沖,39°09.7′N,142°21.5′E,33 km,4.2,震度２
2012/08/18,02:27:16.7,トカラ列島近海,29°13.7′N,129°12.2′E,12 km,3.0,震度２
2012/08/18,01:23:58.5,トカラ列島近海,29°09.2′N,129°12.7′E,15 km,3.9,震度２
2012/08/17,20:37:32.0,茨城県沖,36°39.3′N,140°59.2′E,89 km,4.3,震度３
2012/08/17,19:10:51.5,トカラ列島近海,29°11.8′N,129°14.6′E,18 km,3.8,震度２
2012/08/17,18:38:12.6,トカラ列島近海,29°10.0′N,129°16.6′E,10 km,3.5,震度２
2012/08/17,17:58:47.0,トカラ列島近海,29°15.1′N,129°10.9′E,10 km,1.6,震度２
2012/08/17,16:24:36.6,青森県東方沖,41°11.7′N,142°02.3′E,58 km,4.9,震度３
2012/08/17,15:15:14.1,福島県沖,37°21.2′N,141°51.9′E,41 km,4.6,震度２
2012/08/17,13:13:27.8,長野県北部,36°29.9′N,137°55.3′E,10 km,3.2,震度２
2012/08/17,08:46:46.0,天草灘,32°03.8′N,129°59.9′E,10 km,4.9,震度４
2012/08/17,08:46:38.3,トカラ列島近海,29°13.6′N,129°17.0′E,13 km,2.6,震度２
2012/08/17,08:35:37.8,トカラ列島近海,29°14.3′N,129°13.7′E,13 km,2.4,震度２
2012/08/17,01:53:29.6,茨城県北部,36°46.3′N,140°34.3′E,9 km,3.6,震度２
2012/08/16,19:38:39.1,鹿児島湾,31°37.7′N,130°46.0′E,1 km,2.9,震度２
2012/08/16,18:59:18.9,秋田県内陸北部,39°52.2′N,140°24.4′E,140 km,4.1,震度２
2012/08/16,03:42:56.6,熊本県熊本地方,32°51.1′N,130°47.2′E,13 km,2.8,震度２
2012/08/15,08:56:39.0,宮城県沖,37°58.5′N,141°50.4′E,50 km,4.2,震度２
2012/08/15,01:32:52.6,岐阜県飛騨地方,36°00.7′N,137°32.5′E,7 km,3.0,震度２
2012/08/15,01:15:09.8,福島県浜通り,37°03.1′N,140°46.3′E,9 km,3.6,震度２
2012/08/15,01:09:14.9,熊本県熊本地方,32°51.0′N,130°47.1′E,13 km,3.4,震度３
2012/08/14,11:59:36.2,オホーツク海南部,49°11.0′N,145°52.9′E,654 km,7.3,震度３
2012/08/14,07:54:45.6,茨城県沖,36°44.7′N,141°05.2′E,29 km,3.7,震度２
2012/08/13,14:11:02.5,宮城県沖,38°26.6′N,142°10.5′E,31 km,3.7,震度２
2012/08/13,13:48:16.5,埼玉県南部,35°55.2′N,139°49.0′E,77 km,3.9,震度２
2012/08/12,22:06:02.4,岐阜県飛騨地方,36°09.0′N,137°33.6′E,2 km,3.7,震度２
2012/08/12,21:26:35.9,釧路沖,42°52.6′N,144°55.9′E,50 km,3.7,震度２
2012/08/12,20:11:25.1,山形県置賜地方,37°48.5′N,140°00.0′E,9 km,3.6,震度２
2012/08/12,18:56:27.8,福島県中通り,37°04.9′N,140°32.8′E,4 km,3.8,震度４
2012/08/12,02:02:40.0,栃木県北部,36°39.7′N,139°29.8′E,4 km,3.1,震度２
2012/08/11,23:58:36.3,福島県沖,37°27.6′N,141°18.2′E,30 km,4.0,震度２
2012/08/11,21:33:18.4,和歌山県北部,33°52.4′N,135°14.5′E,6 km,2.9,震度２
2012/08/11,19:30:07.5,福島県沖,37°07.8′N,141°10.9′E,60 km,4.4,震度３
2012/08/11,01:32:39.8,伊豆半島東方沖,34°58.8′N,139°16.1′E,12 km,3.7,震度２
2012/08/10,07:18:57.3,茨城県北部,36°45.5′N,140°35.4′E,7 km,3.2,震度２
2012/08/10,05:38:23.0,茨城県沖,36°46.8′N,141°16.2′E,37 km,4.3,震度２
2012/08/10,05:36:42.7,福島県沖,37°03.7′N,141°11.8′E,50 km,3.7,震度２
2012/08/08,16:11:01.3,宮古島北西沖,25°55.0′N,124°59.4′E,123 km,5.5,震度２
2012/08/08,10:19:47.1,浦河沖,41°57.4′N,142°20.1′E,70 km,4.1,震度２
2012/08/08,08:54:06.3,福島県沖,36°53.3′N,141°22.7′E,33 km,4.4,震度２
2012/08/08,01:11:17.7,岩手県沖,39°07.1′N,142°25.6′E,33 km,4.7,震度３
2012/08/07,18:13:43.6,檜山地方,41°58.0′N,140°08.4′E,2 km,2.3,震度２
2012/08/07,13:18:32.6,福島県沖,37°33.4′N,141°51.5′E,35 km,4.5,震度３
2012/08/07,06:11:47.1,千葉県東方沖,35°39.3′N,140°52.3′E,14 km,3.9,震度２
2012/08/07,03:26:10.3,与那国島近海,24°21.0′N,122°59.2′E,49 km,4.4,震度２
2012/08/07,02:23:30.8,宮城県沖,38°18.8′N,142°07.6′E,37 km,4.3,震度２
2012/08/06,22:13:33.7,宮城県沖,38°10.6′N,141°41.3′E,51 km,4.0,震度２
2012/08/06,14:30:18.8,奄美大島北東沖,29°28.7′N,130°42.0′E,64 km,4.7,震度２
2012/08/06,12:28:21.1,奄美大島北東沖,29°28.2′N,130°41.4′E,56 km,5.3,震度２
2012/08/06,11:34:11.4,千葉県東方沖,35°39.1′N,140°43.0′E,45 km,3.7,震度２
2012/08/06,07:28:12.4,岩手県沖,39°46.2′N,142°16.7′E,22 km,4.0,震度２
2012/08/06,00:50:35.3,千葉県東方沖,35°39.8′N,140°50.9′E,12 km,3.7,震度２
2012/08/05,14:32:42.7,熊本県熊本地方,32°23.4′N,130°38.0′E,1 km,2.3,震度２
2012/08/05,09:55:20.9,和歌山県北部,34°06.5′N,135°09.6′E,5 km,3.1,震度２
2012/08/05,06:45:08.5,茨城県沖,36°13.7′N,141°08.3′E,47 km,3.8,震度２
2012/08/05,05:44:46.7,茨城県南部,36°02.7′N,139°52.6′E,43 km,3.4,震度２
2012/08/04,22:08:11.7,茨城県北部,36°51.1′N,140°34.4′E,7 km,3.7,震度２
2012/08/04,15:41:01.3,秋田県内陸南部,39°34.2′N,140°22.0′E,5 km,2.9,震度２
2012/08/04,13:27:59.2,宮城県沖,38°25.6′N,141°58.1′E,62 km,3.8,震度２
2012/08/04,09:21:25.9,茨城県北部,36°44.6′N,140°36.2′E,6 km,3.7,震度２
2012/08/03,22:19:37.3,茨城県南部,36°01.5′N,139°53.9′E,43 km,4.6,震度４
2012/08/03,19:21:18.1,岩手県沖,39°20.3′N,142°05.1′E,48 km,4.8,震度３
2012/08/03,19:00:41.4,三陸沖,39°21.5′N,143°40.3′E,44 km,5.0,震度２
2012/08/02,10:34:50.4,茨城県北部,36°39.2′N,140°35.9′E,7 km,3.6,震度３
2012/08/02,09:52:58.1,岩手県沖,39°38.1′N,142°06.5′E,48 km,3.8,震度２
2012/08/02,07:35:25.7,岩手県沖,40°01.5′N,141°56.6′E,9 km,3.1,震度２
2012/08/01,23:37:42.2,宮城県沖,38°53.1′N,141°58.6′E,50 km,4.0,震度２
2012/08/01,13:28:14.9,福島県沖,37°08.2′N,141°03.7′E,55 km,3.9,震度２
2012/08/01,13:03:57.7,茨城県沖,36°25.4′N,140°40.0′E,53 km,3.5,震度２
2012/08/01,01:34:30.8,宮崎県南部山沿い,32°03.8′N,130°55.6′E,9 km,3.2,震度２
2012/07/31,06:16:31.0,東京都２３区,35°45.8′N,139°53.4′E,84 km,3.9,震度２
2012/07/31,02:17:42.7,宮城県沖,38°02.4′N,141°41.0′E,49 km,4.1,震度２
2012/07/30,07:05:05.2,岩手県沖,39°05.8′N,142°28.3′E,34 km,5.5,震度４
2012/07/30,02:33:12.7,日向灘,32°37.2′N,131°49.5′E,47 km,3.8,震度２
2012/07/29,14:25:53.8,千葉県北東部,35°43.7′N,140°36.0′E,47 km,3.4,震度２
2012/07/29,02:26:29.0,福島県沖,37°11.5′N,141°22.3′E,48 km,3.9,震度２
2012/07/27,23:40:04.5,茨城県南部,35°58.4′N,140°05.8′E,63 km,3.8,震度２
2012/07/27,20:02:47.8,トカラ列島近海,29°13.7′N,129°13.5′E,13 km,2.4,震度２
2012/07/27,19:34:48.3,トカラ列島近海,29°14.5′N,129°14.3′E,12 km,2.2,震度２
2012/07/27,19:02:18.8,トカラ列島近海,29°14.8′N,129°10.4′E,12 km,1.8,震度２
2012/07/26,19:30:00.9,茨城県南部,36°06.4′N,140°06.6′E,63 km,4.1,震度３
2012/07/26,15:00:37.6,福島県会津,37°31.8′N,140°04.0′E,10 km,4.1,震度３
2012/07/26,07:45:26.1,山形県置賜地方,37°46.4′N,140°00.4′E,8 km,3.6,震度２
2012/07/26,02:20:11.5,種子島近海,30°59.7′N,130°27.1′E,131 km,4.7,震度３
2012/07/25,10:31:40.7,茨城県北部,36°47.2′N,140°29.4′E,105 km,4.0,震度２
2012/07/24,21:52:17.1,岩手県沖,39°12.4′N,142°24.4′E,34 km,4.2,震度２
2012/07/24,21:08:10.9,岩手県沖,40°21.0′N,142°11.4′E,45 km,3.7,震度２
2012/07/23,11:15:46.3,宮城県沖,38°13.9′N,141°49.4′E,64 km,3.9,震度２
2012/07/23,10:05:54.5,福島県沖,37°12.7′N,141°31.5′E,47 km,4.0,震度２
2012/07/23,06:57:54.4,宮城県沖,38°19.2′N,141°49.2′E,57 km,4.0,震度２
2012/07/23,05:51:15.8,宮城県沖,38°19.3′N,141°49.0′E,58 km,3.8,震度２
2012/07/22,20:49:18.6,茨城県沖,36°34.6′N,141°09.8′E,30 km,3.9,震度２
2012/07/22,19:12:53.6,茨城県南部,36°11.2′N,140°00.6′E,52 km,3.7,震度２
2012/07/22,18:38:48.6,福島県浜通り,37°11.5′N,140°53.5′E,8 km,3.2,震度２
2012/07/22,17:20:34.2,宮城県沖,38°37.1′N,141°54.3′E,48 km,4.3,震度３
2012/07/22,13:41:58.3,十勝地方南部,42°29.3′N,143°01.5′E,61 km,5.1,震度４
2012/07/22,11:08:33.2,福島県沖,36°52.7′N,141°21.6′E,31 km,4.3,震度２
2012/07/21,12:01:18.9,福島県沖,37°45.3′N,141°55.9′E,37 km,4.9,震度３
2012/07/20,16:14:01.7,千葉県北西部,35°32.5′N,140°07.6′E,3 km,3.0,震度２
2012/07/20,13:42:42.6,千葉県北西部,35°32.3′N,140°07.6′E,1 km,2.9,震度２
2012/07/20,12:59:44.6,宮城県沖,38°18.1′N,141°52.4′E,47 km,4.1,震度２
2012/07/20,01:11:37.4,福島県沖,37°34.9′N,141°51.2′E,29 km,4.5,震度２
2012/07/19,19:39:17.4,福島県沖,37°03.1′N,141°09.7′E,29 km,3.9,震度２
2012/07/18,20:14:42.4,福島県沖,37°11.4′N,141°22.5′E,48 km,3.9,震度２
2012/07/18,04:57:56.7,上川地方北部,44°50.7′N,142°09.3′E,0 km,2.7,震度２
2012/07/18,04:50:19.0,上川地方北部,44°50.1′N,142°09.0′E,0 km,4.1,震度３
2012/07/18,04:39:35.2,上川地方北部,44°49.9′N,142°08.8′E,0 km,4.1,震度４
2012/07/16,15:02:04.7,岩手県沖,39°01.3′N,142°24.4′E,32 km,3.8,震度２
2012/07/16,06:49:46.6,上川地方北部,44°50.1′N,142°08.9′E,0 km,4.3,震度４
2012/07/16,04:31:31.2,茨城県南部,36°09.1′N,139°49.0′E,52 km,4.8,震度４
2012/07/15,23:34:46.7,根室半島南東沖,43°09.5′N,146°24.8′E,62 km,5.0,震度３
2012/07/15,23:08:06.3,上川地方北部,44°49.8′N,142°09.4′E,0 km,4.2,震度４
2012/07/15,02:22:47.2,奄美大島近海,28°39.2′N,129°35.1′E,15 km,3.8,震度２
2012/07/14,23:49:32.1,岩手県沖,39°07.9′N,142°24.0′E,34 km,4.1,震度２
2012/07/14,13:04:30.1,長野県北部,36°49.6′N,138°22.0′E,8 km,3.7,震度３
2012/07/13,23:42:17.0,宮城県沖,38°25.8′N,142°12.3′E,34 km,4.2,震度２
2012/07/13,14:14:24.1,宮城県沖,38°47.9′N,142°27.4′E,44 km,4.5,震度３
2012/07/12,20:17:15.9,青森県東方沖,41°33.5′N,143°11.9′E,55 km,4.6,震度２
2012/07/12,13:54:47.0,茨城県南部,36°04.9′N,139°53.1′E,46 km,4.2,震度３
2012/07/12,08:16:47.7,和歌山県北部,34°12.2′N,135°13.0′E,5 km,3.0,震度２
2012/07/11,19:54:32.9,千葉県東方沖,35°47.9′N,141°01.4′E,17 km,4.4,震度２
2012/07/11,11:43:52.9,茨城県北部,36°43.0′N,140°38.1′E,6 km,3.5,震度３
2012/07/10,15:21:30.9,長野県北部,36°49.6′N,138°23.2′E,8 km,3.2,震度２
2012/07/10,15:15:54.0,長野県北部,36°49.4′N,138°23.4′E,9 km,3.1,震度２
2012/07/10,13:33:26.6,長野県北部,36°49.6′N,138°23.5′E,9 km,3.9,震度３
2012/07/10,13:06:24.1,長野県北部,36°50.1′N,138°23.7′E,9 km,3.1,震度２
2012/07/10,13:03:16.3,長野県北部,36°49.3′N,138°23.4′E,8 km,3.5,震度２
2012/07/10,12:57:21.2,長野県北部,36°49.4′N,138°23.1′E,8 km,3.3,震度３
2012/07/10,12:51:55.7,長野県北部,36°49.5′N,138°23.8′E,7 km,3.6,震度３
2012/07/10,12:50:12.8,長野県北部,36°48.8′N,138°24.2′E,9 km,3.9,震度２
2012/07/10,12:48:57.4,長野県北部,36°49.8′N,138°23.3′E,9 km,5.2,震度５弱
2012/07/10,04:25:06.2,奄美大島北東沖,29°19.6′N,130°13.6′E,51 km,5.3,震度２
2012/07/10,03:47:45.5,岩手県沖,40°20.9′N,142°04.8′E,50 km,3.9,震度２
2012/07/10,01:56:20.0,宮城県沖,38°32.1′N,141°42.9′E,54 km,3.7,震度２
2012/07/09,17:30:18.9,浦河沖,42°03.9′N,142°28.8′E,67 km,3.8,震度２
2012/07/09,13:01:53.4,宮城県沖,38°39.4′N,142°09.0′E,42 km,4.5,震度２
2012/07/08,11:30:06.6,福島県会津,37°40.7′N,139°56.0′E,8 km,2.5,震度２
2012/07/07,20:47:00.6,宮城県沖,38°51.3′N,142°03.1′E,46 km,3.9,震度２
2012/07/06,08:24:20.3,福島県中通り,37°05.8′N,140°29.5′E,12 km,4.1,震度２
2012/07/06,08:04:29.6,奄美大島北東沖,29°15.8′N,130°33.0′E,68 km,4.4,震度２
2012/07/06,06:05:54.5,宮城県沖,38°10.6′N,141°42.0′E,51 km,3.7,震度２
2012/07/06,02:53:21.1,福島県中通り,37°02.8′N,140°34.2′E,9 km,3.9,震度２
2012/07/06,02:04:33.3,福島県中通り,37°02.5′N,140°34.3′E,9 km,4.5,震度３
2012/07/04,22:28:49.2,青森県東方沖,40°58.5′N,142°00.7′E,57 km,4.0,震度３
2012/07/04,15:03:24.6,茨城県沖,36°38.5′N,140°55.9′E,49 km,4.0,震度３
2012/07/04,11:37:48.2,国後島付近,43°42.8′N,146°25.9′E,79 km,4.0,震度２
2012/07/04,11:25:09.8,茨城県沖,36°41.7′N,140°47.4′E,46 km,3.6,震度２
2012/07/04,02:38:36.3,有明海,32°46.7′N,130°30.2′E,10 km,3.7,震度２
2012/07/03,22:20:58.5,静岡県東部,35°23.1′N,138°57.8′E,18 km,3.2,震度２
2012/07/03,21:18:54.7,福島県会津,37°07.0′N,139°28.3′E,8 km,3.0,震度２
2012/07/03,13:53:54.8,秋田県内陸南部,39°34.5′N,140°32.9′E,7 km,2.9,震度３
2012/07/03,13:52:49.0,青森県東方沖,41°27.8′N,141°56.4′E,55 km,4.1,震度３
2012/07/03,13:22:17.3,宮城県沖,38°01.6′N,141°52.3′E,46 km,4.4,震度２
2012/07/03,13:05:08.3,秋田県内陸南部,39°34.5′N,140°32.3′E,6 km,2.6,震度２
2012/07/03,11:32:55.3,福島県中通り,37°05.9′N,140°29.5′E,11 km,4.2,震度３
2012/07/03,11:31:02.3,千葉県南部,35°00.0′N,139°52.2′E,88 km,5.2,震度４
2012/07/03,09:46:14.5,福島県沖,37°20.7′N,141°59.9′E,36 km,4.6,震度２
2012/07/02,15:23:26.9,福島県沖,37°28.6′N,141°35.6′E,46 km,4.4,震度３
2012/07/02,11:06:21.3,岩手県沖,40°01.5′N,141°57.4′E,9 km,4.5,震度４
2012/07/02,05:51:33.0,岩手県沖,40°01.4′N,141°57.0′E,8 km,3.1,震度２
2012/07/01,13:09:52.5,福島県中通り,36°57.6′N,140°32.5′E,8 km,3.7,震度２
2012/07/01,06:24:04.8,秋田県内陸南部,39°29.3′N,140°25.1′E,9 km,2.8,震度３
2012/07/01,03:11:56.7,千葉県東方沖,35°48.8′N,140°55.5′E,31 km,3.8,震度２
2012/06/30,16:11:46.5,宮城県沖,38°12.0′N,141°52.2′E,64 km,4.8,震度３
2012/06/30,15:34:04.7,茨城県沖,36°17.3′N,141°02.1′E,45 km,4.2,震度２
2012/06/30,14:50:26.4,千葉県北東部,35°23.3′N,140°22.4′E,26 km,3.8,震度２
2012/06/30,08:10:07.7,宮城県沖,38°21.9′N,141°51.7′E,64 km,4.0,震度２
2012/06/30,06:05:35.8,茨城県沖,36°08.0′N,140°57.2′E,37 km,3.5,震度２
2012/06/29,16:02:22.1,茨城県沖,36°08.1′N,140°57.1′E,37 km,3.8,震度２
2012/06/29,11:05:34.2,福島県中通り,37°06.4′N,140°36.6′E,10 km,3.6,震度２
2012/06/29,07:01:10.7,茨城県沖,36°23.1′N,141°01.4′E,20 km,4.2,震度２
2012/06/29,02:44:05.3,千葉県南部,35°15.2′N,140°12.4′E,0 km,4.5,震度３
2012/06/28,15:17:24.8,茨城県南部,36°04.7′N,140°27.2′E,33 km,4.0,震度３
2012/06/28,14:51:50.8,福島県沖,37°10.0′N,141°11.8′E,63 km,5.2,震度４
2012/06/28,13:55:09.5,茨城県沖,36°40.2′N,141°04.7′E,18 km,4.5,震度２
2012/06/28,10:54:10.7,福島県沖,36°52.9′N,141°04.4′E,31 km,3.8,震度２
2012/06/26,22:42:51.4,宮城県沖,38°55.0′N,141°55.7′E,51 km,3.9,震度２
2012/06/26,08:23:43.5,新潟県中越地方,37°32.9′N,138°57.6′E,19 km,4.0,震度３
2012/06/25,10:38:29.1,茨城県沖,36°47.4′N,141°01.5′E,49 km,3.8,震度２
2012/06/24,13:30:04.5,福島県沖,37°03.1′N,141°08.9′E,52 km,4.2,震度２
2012/06/24,10:29:14.5,宮城県沖,38°50.6′N,142°06.9′E,44 km,4.8,震度３
2012/06/23,23:41:59.7,山梨県東部・富士五湖,35°29.5′N,138°58.1′E,19 km,3.5,震度２
2012/06/23,18:04:28.7,兵庫県南東部,35°05.4′N,134°52.2′E,7 km,3.2,震度２
2012/06/22,21:44:49.6,宮城県沖,38°10.2′N,141°40.8′E,51 km,3.6,震度２
2012/06/22,16:58:40.6,三陸沖,39°24.0′N,143°40.0′E,37 km,5.2,震度２
2012/06/22,05:32:43.7,三陸沖,39°22.7′N,143°45.4′E,22 km,5.3,震度２
2012/06/21,13:19:31.3,宮城県中部,38°19.9′N,140°42.8′E,12 km,3.3,震度２
2012/06/21,08:56:32.2,福島県沖,36°51.4′N,141°09.8′E,49 km,4.4,震度３
2012/06/21,01:47:07.1,千葉県東方沖,35°44.3′N,140°53.3′E,12 km,4.1,震度２
2012/06/20,20:20:08.7,千葉県南東沖,34°49.9′N,140°06.4′E,65 km,3.9,震度２
2012/06/20,10:51:18.3,茨城県沖,36°31.8′N,140°47.6′E,52 km,3.5,震度２
2012/06/20,07:28:47.6,福島県沖,37°39.4′N,141°43.1′E,40 km,4.8,震度３
2012/06/20,02:32:02.4,伊予灘,33°46.2′N,132°14.8′E,52 km,3.7,震度２
2012/06/19,13:04:16.1,茨城県沖,35°53.6′N,141°00.9′E,22 km,4.0,震度２
2012/06/19,09:21:02.6,茨城県沖,35°53.8′N,141°00.6′E,19 km,3.9,震度２
2012/06/19,05:29:40.3,茨城県北部,36°34.9′N,140°35.2′E,19 km,3.8,震度３
2012/06/18,16:47:43.6,茨城県沖,36°31.7′N,140°47.4′E,52 km,3.6,震度２
2012/06/18,15:09:09.5,福島県沖,36°55.7′N,141°03.8′E,51 km,3.7,震度２
2012/06/18,14:45:37.3,宮城県沖,38°48.9′N,142°27.8′E,42 km,3.9,震度２
2012/06/18,05:32:20.8,宮城県沖,38°52.4′N,142°05.4′E,47 km,6.2,震度４
2012/06/17,19:51:54.9,茨城県南部,36°03.5′N,139°54.4′E,44 km,3.2,震度２
2012/06/17,16:13:16.1,茨城県南部,36°10.7′N,140°00.6′E,51 km,4.5,震度３
2012/06/16,23:58:23.9,福島県浜通り,37°12.3′N,140°53.6′E,8 km,3.1,震度２
2012/06/15,16:31:51.4,宮城県沖,38°11.5′N,141°51.2′E,63 km,4.6,震度３
2012/06/15,14:09:46.0,福島県沖,37°02.6′N,141°19.8′E,49 km,4.3,震度２
2012/06/15,10:20:46.3,茨城県北部,36°39.5′N,140°36.0′E,5 km,2.7,震度２
2012/06/15,06:55:52.1,茨城県北部,36°39.0′N,140°35.9′E,7 km,3.3,震度２
2012/06/15,02:16:40.4,茨城県北部,36°38.8′N,140°36.1′E,6 km,3.1,震度２
2012/06/13,19:51:52.4,群馬県北部,36°41.2′N,139°19.4′E,9 km,3.3,震度２
2012/06/13,18:49:39.4,千葉県東方沖,35°41.0′N,140°43.4′E,47 km,3.8,震度２
2012/06/13,06:56:37.7,沖縄本島近海,27°00.9′N,128°12.3′E,15 km,4.0,震度２
2012/06/12,16:40:00.6,茨城県沖,36°31.9′N,140°50.7′E,51 km,3.8,震度３
2012/06/11,20:20:41.5,宮城県沖,38°18.6′N,141°54.4′E,46 km,3.8,震度２
2012/06/11,03:31:21.5,宮城県沖,38°53.0′N,141°58.9′E,49 km,3.6,震度２
2012/06/11,02:11:30.3,種子島近海,30°57.5′N,130°48.3′E,60 km,4.4,震度３
2012/06/10,17:38:00.2,宮城県沖,38°38.6′N,142°10.1′E,41 km,4.5,震度２
2012/06/10,13:21:51.1,茨城県沖,36°13.2′N,141°00.9′E,38 km,3.9,震度２
2012/06/10,06:00:17.7,台湾付近,24°25.0′N,122°16.0′E,70 km,6.0,震度３
2012/06/09,21:59:41.4,石川県西方沖,36°29.3′N,136°18.6′E,17 km,3.0,震度２
2012/06/09,19:20:16.2,茨城県沖,36°22.3′N,140°38.1′E,52 km,3.9,震度３
2012/06/09,19:07:18.5,福島県沖,37°28.4′N,141°30.4′E,41 km,3.9,震度２
2012/06/09,11:35:07.1,岐阜県飛騨地方,35°52.9′N,137°16.1′E,8 km,3.2,震度２
2012/06/09,11:06:17.8,茨城県沖,36°35.1′N,140°46.5′E,17 km,3.4,震度３
2012/06/09,10:23:11.1,千葉県東方沖,35°51.6′N,140°54.6′E,13 km,3.8,震度２
2012/06/09,04:08:13.8,福島県沖,37°37.8′N,141°44.4′E,45 km,3.8,震度２
